CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
 20    0   0    8    29    0   40    0    1    0    0    11    0   0   0 100
 21    0   0    1     7    0   42    0    1    0    0   158    0   0   0 100
 22    0   0    1     7    1   10    0    0    0    0     4    0   0   0 100
 23    0   0    1     7    0   10    0    1    0    0     3    0   0   0 100
 24    0   0  127     5    0    0    4    0    4    0   117   73   1   0  25
 25    0   0    1     5    0    7    0    0    0    0     2    0   0   0 100
 26    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 27    0   0    0     3    0    4    0    0    0    0     1    0   0   0 100
 28   36   0  189     6    0   10    0    1    3    0    33    0   0   0 100
 29    0   0    0     5    4    0    0    0    0    0     0    0   0   0 100
 30    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   20    56    0   39    0    0    0    0     0    0   0   0 100
 33    0   0    2     7    0    4    0    0    0    0     0    0   0   0 100
 34    0   0  167   168  167    0    0    0    0    0     0    0   0   0 100
 35    0   0    0    54   26   52    0    0    0    0    52    0   0   0 100
 36    0   0    0     6    2    6    0    0    0    0     3    0   0   0 100
 37   31   0  174   198   43  322    0    6    2   22   413    1   2   0  97
 38    0   0  500     6    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 40   36   0   62     1    0    1    0    0    3    0    29    0   0   0  99
 41    0   0    1     5    0    8    0    1    0    0     3    0   0   0 100
 42    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 43   36   0  135    76   19   78    0    2    1    0    67    0   0   0 100
 44    0   0    0     3    0    4    0    0    0    0     1    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46    0   0  477    68    2  113    0    4    3    6    97    1   1   0  98
 47    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    5   0   64     1    0    1    0    0    0    0    11    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    0   0    5     9    0    0    7    0    0    0 11117   99   1   0   0
 56  100   0  301    48    7   59    0    2    2    0   607    3   2   0  95
 57    0   0  134    21    1   18    0    0    1    0    59    0   0   0 100
 58    0   0    0     7    6    0    0    0    0    0     0    0   0   0 100
 59    0   0   19    44    5  100    0    1    0   12    57    0   0   0 100
 60   38   0   67    18    0   16    1    1   10    0   605    0   4   0  96
 61    0   0  126     5    0    4    0    0    0    0     0    0   0   0 100
 62    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 63    0   0    6    18    0   11    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:17:01 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   26   246   18   55    0    0    0    0    36    0   2   0  98
  1    0   0  552   123   20  133    0    6   10    0   203    0   1   0  99
  2    0   0    3     5    0    5    0    0    0    0     0    0   0   0 100
  3    0   0    1     5    0    7    0    0    0    0     2    0   0   0 100
  4    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
  5    0   0    0    37   18   36    0    0    0    0    35    0   1   0  99
  6    0   0    5    18    0   27    0    1    0    0     8    0   0   0 100
  7    0   0    0     7    2    6    0    0    0    0     6    0   0   0 100
  8    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  9    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 10    0   0 23214     9    0    0    6    0    0    0   688   21  79   0   0
 11   71   0  187     2    0    2    0    1    2    0    52    0   0   0 100
 12    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 13    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 14    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     5    0    4    0    1    0    0     0    0   0   0 100
 19    0   0   29    85    5  105    0    3    1    0    27    0   0   0 100
 20    0   0   34    10    0   14    0    1    0    0     9    0   0   0 100
 21    0   0    0     3    0   16    0    0    0    0    86    0   0   0 100
 22    0   0    0     4    1    2    0    0    0    0     1    0   0   0 100
 23    0   0    1     4    0    1    0    0    0    0     0    0   0   0 100
 24    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    2     9    0   16    0    0    0    0     5    0   0   0 100
 26    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 27    0   0    2     9    0   15    0    1    0    0     5    0   0   0 100
 28   36   0  133    55   12   61    0    4    2    0    63    0   0   0 100
 29    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
 30    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   21    61    0   47    0    0    0    0     3    0   0   0 100
 33    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 34    0   0  170   179  165   10    0    0    0    0     0    0   0   0 100
 35    0   0   46   126   14  231    0    1    0   23   132    0   1   0  99
 36    0   0    0    42   20   41    0    0    0    0    20    0   0   0 100
 37    0   0   20    89   19  124    0    2    0    4   281    1   0   0  99
 38    0   0  500     6    4    1    0    0    0    0     0    0   0   0 100
 39    0   0    4    13    0   23    0    0    0    0     7    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0  140    79   19   79    0    1    0    0    43    0   0   0 100
 44    0   0    1     5    0    7    0    0    0    0     2    0   0   0 100
 45    0   0    1     7    1    7    0    1    0    0     4    0   0   0 100
 46   36   0  135    33    1   33    0    2    0    0    35    0   0   0 100
 47    0   0    1     5    0    7    0    0    0    0     2    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    0   0    5     9    0    0    7    0    0    0 11133   99   1   0   0
 56   37   0  149    74    6  137    0    5    2   13   363    1   1   0  98
 57    0   0    2    11    1    9    0    0    0    0     2    0   0   0 100
 58    0   0    0     7    5    0    0    0    0    0     0    0   0   0 100
 59    0   0    0     7    6    0    0    0    0    0     0    0   0   0 100
 60    0   0    4    17    0   18    0    0   15    0   569    0   4   0  96
 61    0   0    1     6    0    3    0    0    0    0     0    0   0   0 100
 62    0   0    1     8    1    9    0    0    0    0     2    0   0   0 100
 63    0   0    3    11    0    8    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:17:03 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   19   235   18   35    0    0    0    0    35    0   0   0  99
  1    0   0  227   127   19  133    0    4    0    2   176    0   1   0  99
  2    0   0    3     8    1    8    0    0    0    0     4    0   0   0 100
  3    0   0   14    43    0   84    0    1    0    0    28    0   0   0  99
  4    0   0    2    13    2   18    0    1    0    0     7    0   0   0 100
  5    0   0    0    35   16   34    0    0    0    0    32    0   3   0  97
  6    0   0    3    12    0   21    0    1    0    0     7    0   0   0 100
  7   37   0  125    38   18   37    0    0    3    0    68    0   0   0  99
  8    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  9   36   0  126     6    0   10    0    1    1    0    33    0   0   0 100
 10   29   0 24301     9    0    1    6    0    0    0   713   19  74   0   6
 11    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 12    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 13    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 14    0   0  126     1    0    1    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    1     7    1    5    0    0    0    0     0    0   0   0 100
 19    0   0  410    68    4   61    0    1    1    0    32    0   0   0  99
 20   36   0  129    16    1   13    0    0    1    0    30    0   0   0 100
 21    0   0    0     2    0   16    0    0    0    0    85    0   0   0 100
 22    0   0    0     5    1    7    0    0    0    0     3    0   0   0 100
 23    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 24    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 25    0   0    2     8    0   14    0    1    0    0     5    0   0   0 100
 26    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 27   36   0  130    21    0   25    0    2    3    0    35    0   0   0 100
 28    0   0   12    63   12   64    0    2    0    0    32    0   0   0 100
 29    0   0    0    16    9   12    0    0    0    0    12    0   0   0 100
 30    0   0    1     4    0    7    0    0    0    0     2    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   26    69    0   58    0    1    0    0     5    0   0   0 100
 33    0   0    1     4    0    3    0    0    0    0     0    0   0   0 100
 34    0   0  199   209  195    9    0    0    0    0     0    0   0   0 100
 35    0   0   17    42    0   61    0    0    0    5    24    0   0   0 100
 36    0   0    2    25   10   25    0    0    0    0    11    0   0   0 100
 37   36   0  159   119   18  186    0    4    1    9   343    0   1   0  98
 38    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 39    0   0    1     6    0   10    0    0    0    0     3    0   0   0 100
 40    0   0    0     3    0    4    0    0    0    0     1    0   0   0 100
 41    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 43    0   0   13    67   18   67    0    0    0    0    37    0   0   0 100
 44    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 45    0   0    7    18    0   37    0    2    0    4    19    0   0   0 100
 46    0   0   16    57    4   66    0    3    0    0    21    0   0   0 100
 47    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    1   0    4     9    0    0    7    0    0    0 11157  100   0   0   0
 56    9   0 5812   107    7  237    1    2    0   26   414    2   1   0  96
 57    0   0    3    13    1    7    0    0    0    0     1    0   0   0 100
 58    0   0    2     8    7    0    0    0    0    0     0    0   0   0 100
 59    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
 60    0   0    2     9    0    7    1    0   13    0   573    0   4   0  96
